LV ActivePower (kW),wind speed ,wind direction 
0,3.743307114,245.0682068
12.34420013,3.24625206,238.0765076
-0.3930675983,2.185888052,238.4102936
0,2.142015934,234.7624054
0,2.501405954,223.3088074
0,2.668577909,226.0516968
0,3.034003019,221.0865021
0,3.197354078,232.6795959
0,3.907810926,241.9730988
65.98790741,3.801294088,221.5258942
157.8495026,4.43715477,225.1553955
50.42205048,3.677906036,220.4692993
88.1881485,4.115369797,222.5281067
242.3132935,4.987364769,220.7682037
262.8019104,4.871101856,222.9488983
584.6671143,5.921298981,212.7292938
298.586792,5.030583858,216.0464935
279.7724915,4.997858047,206.8820038
823.4796143,6.434377193,208.842804
883.265625,6.996636868,212.2098999
1155.17395,7.625429153,205.5773926
1400.389038,8.103025436,198.4824066
1205.10498,7.518618107,207.7772064
1292.051025,7.688251019,199.1479034
1856.177002,8.459005356,192.9795074
1928.175049,9.077300072,194.6878967
1604.427002,8.439414978,196.0083008
1599.995972,7.987431049,203.3475037
1456.094971,7.939982891,209.9878998
1386.623047,7.719861984,213.6096039
1460.360962,7.774147034,214.1114044
1894.795044,8.582259178,210.4824066
1760.422974,8.339191437,212.0424042
2010.977051,9.083572388,214.585495
1828.81604,8.675281525,211.3721008
1960.692993,9.150783539,208.8197937
1900.447998,9.191649437,204.3585052
1549.958008,8.260289192,201.8890991
1692.688965,8.48968792,194.9138947
1931.083984,8.78850174,194.1036072
2060.147949,8.9564991,193.3457947
2069.625,9.095618248,195.2973938
2037.266968,8.725904465,199.5845032
1594.845947,8.112092018,197.5211029
994.5827026,6.856678963,200.4409943
1137.285034,7.279873848,200.8896942
1267.858032,7.534298897,199.7960968
1002.463013,6.945837021,196.680603
1172.348022,7.085527897,199.6690063
1252.139038,7.406904221,197.4501953
1121.166992,6.934106827,196.3952026
1183.020996,7.151297092,194.0278931
932.3084106,6.571721077,191.2942047
989.5076904,6.759712219,190.1013947
750.5510254,6.414824963,185.5180969
825.7661743,6.523455143,187.6056976
1116.487061,7.062949181,192.7353973
986.7598877,6.692947865,196.0746002
1018.14502,6.809185982,194.8430023
659.1777954,6.096306801,192.4667969
729.4874268,6.142684937,190.7617035
864.5026245,6.430369854,194.5778046
1342.239014,7.538290977,197.9828033
1279.098022,7.363255978,197.254303
1351.391968,7.46066618,201.2154999
1039.727051,7.031758785,199.337204
876.0166016,6.874794006,194.1508026
754.0079956,6.345135212,196.0812073
1122.334961,7.185342789,198.135498
907.7965698,6.635414124,199.4308014
1009.737,6.927267075,194.1383057
1806.98999,8.333586693,193.2097015
2374.843994,9.532950401,191.9416962
1779.208984,8.42602253,189.827301
1334.980957,7.494080067,192.1376038
1562.947021,8.009915352,192.0973053
1562.116943,7.944521904,194.2440033
1464.977051,7.72806406,200.2335968
1312.358032,7.462277889,205.0283966
767.0369873,6.420166969,200.6712952
283.2593079,4.7484622,201.9185028
687.1071777,6.264211178,208.1761017
465.7536011,5.50088501,200.7915955
355.6220093,5.27207613,208.0086975
467.8251953,5.701906204,217.7465057
865.3469849,6.579235077,212.3013
1512.972046,7.678398132,208.9172974
1491.698975,7.89579916,217.2373962
2004.44104,8.964849472,221.3515015
1581.483032,8.083142281,219.8023987
1431.620972,7.799798965,214.5469971
1523.792969,7.978303909,216.9134064
1693.270996,8.155491829,215.3661041
1775.037964,8.248645782,211.0007935
1875.410034,8.495847702,210.1282959
1558.057983,7.96182394,208.8327026
1811.088989,8.35203743,204.2586975
1686.125977,8.135239601,198.5278015
2362.262939,9.599003792,198.7720032
2000.86499,8.982050896,197.4006958
1169.964966,7.2846632,189.5783997
1309.223999,7.521474838,182.8565979
759.0145264,6.215313911,186.8215027
498.1903076,5.501014233,195.8029938
332.4820862,5.106607914,195.1764069
253.5845032,4.649808884,191.6334991
180.4122925,4.374350071,206.2425995
258.3656921,4.833168983,196.2194977
133.0052948,4.907478809,187.0084991
0,2.888112068,0
0,2.386636019,139.2751007
0,2.476815939,153.8556061
0,1.77384305,144.0395966
0,2.48486495,142.8634033
0,2.764512062,133.9111023
0,2.5070889,103.2738037
0,3.441704035,79.09410858
0,2.484878063,106.4503021
0,2.436743021,102.7186966
0,2.359375954,107.3701019
0,3.021173,94.58883667
0,3.395319939,97.73842621
0,3.413508892,101.6998978
0,5.160031796,81.87310028
0,5.161472797,62.48146057
0,5.414981842,61.62747955
0,6.778621197,67.9675827
0,4.436894894,0
210.7194977,5.013915062,50.42341995
338.6500854,5.274309158,47.2641716
518.5518188,5.915596962,43.18653107
504.067688,5.858211994,42.6594696
446.7330017,5.650877953,52.86571121
705.7045288,6.349774837,53.7215004
795.3168945,6.636434078,53.08805084
1012.676025,7.010248184,52.78892899
1240.823975,7.559226036,55.33359909
1282.074951,7.404004097,51.70399094
941.5869141,6.80051899,53.39633179
590.8366699,5.82537508,45.68770981
650.5629272,6.080101967,45.51879883
871.5112305,6.582440853,40.36516953
914.1212158,6.643204212,46.86555862
835.84198,6.345364094,38.58917999
624.9906006,6.042553902,48.70145035
591.9558716,5.757640839,41.20378113
509.3490906,5.694249153,46.98265076
1190.81604,7.068666935,33.49834061
963.7324829,6.641551018,33.8251915
980.9760742,6.690164089,27.36738968
777.8479004,6.36333704,29.67544937
980.223877,6.827414036,40.88489151
962.4301758,6.71631813,41.12696838
462.7698975,5.415152073,41.6153717
1139.240967,6.953413963,35.44075012
1418.631958,7.42373991,36.21514893
1716.139038,8.381437302,39.72340012
1312.791016,7.493074894,46.13137817
1222.020996,7.380391121,45.09289932
703.7221069,6.244694233,42.08800888
470.8012085,5.493409157,33.02647018
387.34021,5.124141216,30.50971031
402.4747925,5.285066128,27.65151978
460.2911987,5.539794922,28.00427055
619.8723755,6.015673161,25.7741394
470.2001038,5.59703207,23.50094986
691.0140991,6.277314186,23.72624969
826.9951782,6.49335289,20.42690086
892.4243774,6.786591053,25.21842003
907.1884155,6.764401913,30.23693085
545.2653198,5.724936962,29.67219925
688.8358154,6.238166809,30.00231934
591.9088745,5.945401192,29.64308929
660.6942749,6.17223978,30.39785957
747.4074707,6.351617813,30.28310966
1174.243042,7.168983936,18.97281075
873.4810181,6.629221916,17.22633934
845.2050171,6.55459404,12.58047009
837.0637207,6.395040989,9.429060936
949.4943237,6.797101021,4.961769104
1045.36499,6.920464993,358.1897888
791.0836182,6.278329849,351.8651123
994.7495728,6.682812214,2.56614089
933.4232178,6.721062183,7.876725197
1049.432983,7.131796837,14.10332012
671.7241211,6.148598194,20.33539009
966.8311768,6.896099091,21.0418396
982.2590942,6.926294804,22.93596077
825.6619263,6.567954063,33.37145996
723.1392212,6.398931026,32.30049896
418.6412048,5.446605206,30.16810989
327.2762146,5.108693123,27.08235931
388.316803,5.232514858,22.60456085
167.2218018,4.243929863,30.59626007
137.2467957,4.137093067,32.78860855
130.7671051,4.160939217,30.18254089
117.8118973,4.124106884,31.8532505
111.3429031,4.126059055,26.32125092
114.2955017,4.204703808,25.67859077
143.7870941,4.355268002,27.08256912
88.93582916,3.952167034,36.21786118
183.6699982,4.434104919,29.74682045
82.14437866,3.678040981,25.84374046
139.9472046,4.063600063,21.24472046
434.5010986,5.488460064,17.45406914
474.0610962,5.625834942,12.99639034
415.1499939,5.394489765,12.51430988
435.0263977,5.4572649,12.40832996
402.3875122,5.450904846,15.87475014
257.2170105,4.76416111,9.024561882
137.417099,4.101181984,7.712677002
102.3587036,3.941123009,7.581837177
92.7376709,3.87789607,11.42055988
78.11549377,3.836927891,29.3313694
110.3116989,4.130588055,25.04413033
102.552803,4.081981182,24.68565941
77.85061646,3.839956999,24.07126999
81.45278168,3.975877047,23.42119026
66.64151001,3.820688963,39.26622009
90.01490784,3.98053503,52.09212112
112.0342026,4.142834187,52.06705093
82.11415863,3.929188967,52.53002167
13.93430996,3.227394104,62.52310944
0,2.693974972,63.97663116
0,3.76078701,72.28019714
55.44535065,3.734816074,69.53996277
22.78053093,3.310203075,74.86411285
4.355070114,2.853812933,85.75393677
0,2.664561987,84.46118164
0,3.140161991,92.12463379
0,2.632610083,101.8510971
0,1.738193035,99.7596817
0,1.935835004,75.03088379
0,1.757176995,73.65454865
0,1.542072058,65.50054169
0,1.623093009,53.91765976
0,2.062084913,44.93912125
0,2.059083939,40.33227158
0,2.153846025,36.03804016
0,2.047363997,56.5520401
0,1.635233045,65.39498138
0,0.8386815786,64.3360672
0,1.287089944,30.20119095
0,1.370728016,24.33827972
0,2.464360952,307.5815125
0,3.067440033,308.2029114
0,2.977355957,307.5805969
0,2.896075964,313.1120911
0,2.201855898,338.1872864
0,3.418040991,308.2749023
0,3.209656954,296.4602051
0,3.092607975,302.644989
0,2.95758605,306.2347107
0,3.802710056,302.2344971
0,2.681519032,300.1575012
0,2.174657106,308.3120117
0,2.12748909,285.7166138
0,1.911278009,263.1394043
0,1.717532039,250.1069031
0,1.953783989,235.3231049
0,2.104336023,231.5205994
0,2.173634052,261.1196899
0,1.786031008,250.3791046
0,1.511755943,283.2633972
0,1.59967804,323.84729
0,1.383831024,311.7663879
0,1.28223002,289.660614
0,1.768030047,253.3930969
0,1.630704045,238.4373932
0,1.433897018,234.3511963
0,1.669222951,247.1123962
0,1.545390964,236.2960968
0,1.981886983,235.3430939
0,2.633574963,236.8869019
0,2.414356947,229.2657928
0,2.152529955,242.2501984
0,2.120126009,234.2127991
0,2.23940897,236.4194946
0,2.801307917,243.9626007
0,3.201854944,241.4969025
0,2.875705957,236.6499023
0,2.854813099,231.9618073
0,2.863102913,214.8110046
0,2.499380112,203.1401978
0,2.928209066,208.8934021
0,2.825680017,222.7451019
0,2.271142006,225.7310944
0,2.446209908,231.9817047
0,2.877877951,224.1681976
0,2.957370043,208.3934021
0,3.568568945,208.1672058
0,2.449913979,224.892395
0,1.791203976,243.6520996
0,1.930189967,252.5655975
0,1.660967946,233.1425934
0,2.148116112,257.0335999
0,2.624979019,258.8557129
0,2.289019108,253.5534973
0,2.671096087,253.2687988
0,2.723583937,245.9183044
0,2.813057899,244.0549927
0,2.679502964,251.0276031
0,2.554055929,241.9400024
0,2.330497026,238.5106049
0,1.548683047,209.9880066
0,1.566717982,188.5220947
0,2.107630014,197.4953003
0,1.79004705,185.6945038
0,1.783530951,205.5852966
0,1.452373028,231.9136047
0,2.141073942,221.9756012
0,2.596193075,227.854599
0,2.092180014,212.6759033
0,1.928406954,186.9420013
0,1.896306992,207.5079041
0,1.386492014,227.8764954
0,1.383507013,243.2460938
0,1.208117008,226.5276031
0,1.212676048,232.8432007
0,1.216743946,275.9594116
0,0.8581714034,258.8037109
0,0.5288957953,215.6981049
0,0.7247728705,216.8983002
0,1.208716989,269.7489014
0,0.6809914708,249.2165985
0,1.802721024,183.5424957
0,1.805271029,170.5200958
0,0.7726557255,140.0912933
0,0.6776608825,313.6976013
0,0.8507230878,259.1706848
0,0.7786285281,265.1947937
0,0.6615433097,239.1564026
0,0.6620262265,246.4013062
0,0.7369347215,215.3847961
0,0.3703731894,238.1040955
0,0.6656866074,257.1151123
0,0.4608254135,73.79194641
0,0.9436951876,34.12083817
0,0.963562727,333.9639893
0,1.55261898,277.8475952
0,2.17685008,267.066803
0,1.629364967,238.489502
0,0.8138195276,90.45394897
0,0.5694591999,63.36355972
0,0.9714546204,218.2781982
0,0.521273315,129.1246948
0,0.3380390108,107.9205017
0,0.5325043797,127.8466034
0,0.5522475243,128.9541931
0,1.139093041,143.7068939
0,2.34425211,134.9770966
0,3.646318913,134.4564972
47.90932846,4.016671181,133.6049042
12.95296001,3.279254913,125.3523026
0,2.305548906,94.77848816
0,1.726174951,51.57822037
0,1.396111012,320.4632874
0,1.413828969,354.765686
0,0.8086162806,33.77170944
0,0.2905097902,118.9788971
0,0.6383414865,147.8424988
0,0.9844483137,152.720993
0,0.6574208736,185.0466003
0,0.8653113842,182.5706024
0,0.809088707,169.2873993
0,1.034098029,163.4824066
0,0.6415508986,285.8124084
0,0.3145087957,281.0539856
0,0.8733698726,201.6215057
0,0.974539876,171.9019928
0,1.88746202,217.5924072
0,1.255934954,177.1208954
0,0.9572945237,143.9730988
0,0.4853889048,31.72039986
0,0.6012480259,175.8845062
0,0.9634532928,150.7736969
0,0.8060719967,135.6419983
0,0.74094522,240.0531006
0,1.083771944,159.2798004
0,1.890300035,155.6240997
0,2.490178108,154.5337982
0,2.476114035,160.6259003
0,2.532900095,150.0433044
0,1.890108943,161.0682983
0,1.419512987,152.5379944
0,2.389832973,162.8356018
0,3.577557087,0
0,2.365161896,183.9550018
0,2.718158007,163.5693054
0,2.991008997,164.8551025
0,2.708965063,151.5995026
0,2.902618885,149.5975952
0,2.552275896,155.1351013
0,1.633525968,180.2098999
0,2.866808891,197.8553009
0,3.762989044,200.7142029
0,3.556952,179.8724976
0,3.254215002,167.5404968
0,3.488528967,162.9709015
0,3.740334034,170.1101074
0,3.56308198,179.2691956
0,3.497584105,184.5984039
0,3.836231947,190.2328949
0,4.424263,204.7044983
0,4.620684147,208.401001
0,4.918453217,210.591095
35.41701889,4.851792812,206.6618042
140.9503021,4.500104904,205.4633942
94.85032654,4.208559036,204.4723053
63.05392838,3.656229973,201.0424957
56.7136116,3.522366047,203.9230042
28.12931061,3.467375994,201.9060974
-0.4565326869,2.949517965,204.9010925
0,3.386360884,206.5899963
0,3.338223934,198.7406006
0,3.96685791,191.4416962
0,4.383850098,194.6184998
0,3.818460941,191.8796997
0,4.460434914,199.0765076
0,4.318597794,201.6802979
0,4.51971817,195.0646973
0,4.845714092,193.9501953
0,4.704411983,0
110.1772995,4.892066002,173.6015015
268.4454041,5.036252022,170.7774963
345.5763855,5.277178764,174.2639008
440.3240967,5.591422081,179.6499023
582.0706787,6.026912212,181.6007996
685.7241821,6.399488926,183.0281067
687.3024292,6.350472927,187.5308075
655.8494263,6.255465984,187.9414978
579.4661865,6.073575974,189.644104
535.5651855,6.024237156,190.6399994
633.1019287,6.309328079,189.9288025
818.1245117,6.941885948,188.1958008
1011.14502,7.42167902,187.0711975
1323.166992,8.038404465,187.6884003
1519.583984,8.351256371,190.7700043
1859.737061,9.141762733,193.214798
2232.939941,9.692931175,194.1360016
2404.821045,10.01758957,193.3276062
2601.983887,10.40732002,192.6865997
2888.194092,10.87117004,192.256897
3100.968994,11.15795994,194.0751953
